ISIN,Name,Currency,StartDate,EndDate,EODHD
FR0014000MR3,EUROFINS SCIENTIFIC,EUR,12/31/2020,,ERF.PA
LU2237380790,ALLEGRO.EU,PLN,12/31/2020,,ALE.WAR
SE0014960373,SWECO 'B',SEK,12/31/2020,,SWEC-B.ST
CH0014284498,SIEGFRIED 'R',CHF,12/31/2020,,SFZN.SW
CH0002432174,BUCHER INDUSTRIES,CHF,3/31/2021,,BUCN.SW
NL00150001Q9,STELLANTIS,EUR,3/31/2021,,STLAP.PA
CH0023405456,AVOLTA,CHF,3/31/2021,,AVOL.SW
GB00BLGZ9862,TESCO,GBP,3/31/2021,,TSCO.LSE
SE0012454072,AVANZA BANK HLDG,SEK,3/31/2021,,AZA.ST
SE0015811963,INVESTOR B,SEK,6/30/2021,,INVE-B.ST
CH1101098163,BELIMO HOLDING,CHF,6/30/2021,,BEAN.SW
GB00BNTJ3546,ALLFUNDS GROUP,EUR,6/30/2021,,ALLFG.AS
SE0015949748,BEIJER REF AB,SEK,6/30/2021,,BEIJ-B.ST
SE0015961909,HEXAGON B,SEK,6/30/2021,,HEXA-B.ST
GB00B63QSB39,GREGGS,GBP,6/30/2021,,GRG.LSE
DK0061539921,VESTAS WIND SYSTEMS,DKK,6/30/2021,,VWS.CO
GB00BYZDVK82,SOFTCAT,GBP,6/30/2021,,SCT.LSE
GB0001859296,VISTRY GROUP,GBP,6/30/2021,,VTY.LSE
SE0015988019,NIBE INDUSTRIER B,SEK,6/30/2021,,NIBE-B.ST
SE0015658109,EPIROC A,SEK,6/30/2021,,EPI-A.ST
IE00B00MZ448,GRAFTON GRP,GBP,6/30/2021,,GFTU.LSE
SE0015949201,LIFCO B,SEK,6/30/2021,,LIFCO-B.ST
FR0000130403,CHRISTIAN DIOR,EUR,6/30/2021,,CDI.PA
IT0005282865,REPLY,EUR,6/30/2021,,0RV0.LSE
GB00BL9YR756,WISE A,GBP,10/29/2021,,WISE.LSE
DE000A3E5D64,FUCHS PREF,EUR,10/29/2021,,FPE3.XETRA
FR0014003TT8,DASSAULT SYSTEMS,EUR,10/29/2021,,DSY.PA
NO0010161896,DNB BANK,NOK,10/29/2021,,DNB.OL
NL0006237562,ARCADIS,EUR,10/29/2021,,ARCAD.AS
SE0016589188,ELECTROLUX B,SEK,10/29/2021,,ELUX-B.ST
GB00BNNTLN49,PENNON GRP,GBP,10/29/2021,,PNN.LSE
GB0002869419,BIG YELLOW GROUP,GBP,10/29/2021,,BYG.LSE
PLLPP0000011,LPP,PLN,10/29/2021,,LPP.WAR
NL0015000IY2,UMG,EUR,10/29/2021,,UMG.AS
GB00B1N7Z094,SAFESTORE HOLDINGS,GBP,12/31/2021,,SAFE.LSE
BE0974259880,D'IETEREN GROUP,EUR,12/31/2021,,DIE.BR
DE000DTR0CK8,DAIMLER TRUCK,EUR,12/31/2021,,DTG.XETRA
GB00BM8Q5M07,JD SPORTS FASHION,GBP,12/31/2021,,JD.LSE
DK0060854669,RINGKJOBING LANDBOBANK,DKK,12/31/2021,,RILBA.CO
DE0006766504,AURUBIS,EUR,3/31/2022,,NDA.XETRA
GB00BP6MXD84,SHELL,EUR,3/31/2022,,SHEL.LSE
GB00BYQ0JC66,BEAZLEY,GBP,3/31/2022,,BEZ.LSE
SE0000120669,SSAB B,SEK,3/31/2022,,SSAB-B.ST
GB00B17BBQ50,INVESTEC,GBP,3/31/2022,,INVP.LSE
GB00B1VNSX38,DRAX GRP,GBP,3/31/2022,,DRX.LSE
FR0014004L86,DASSAULT AVIATION,EUR,3/31/2022,,AM.PA
DE000KSAG888,K + S,EUR,3/31/2022,,SDF.XETRA
CH0126673539,DKSH HOLDING,CHF,3/31/2022,,DKSH.SW
NO0003043309,KONGSBERG GRUPPEN,NOK,3/31/2022,,KOG.OL
CH1169151003,GEORG FISCHER,CHF,6/30/2022,,GF.SW
FR0011726835,GAZTRANSPORT ET TECHNIGAZ,EUR,6/30/2022,,GTT.PA
SE0015192067,NORDNET,SEK,6/30/2022,,SAVE.ST
NO0012470089,TOMRA SYSTEMS,NOK,6/30/2022,,TOM.OL
SE0017832488,FASTIGHETS BALDER B,SEK,6/30/2022,,BALD-B.ST
GB00BP92CJ43,TATE & LYLE,GBP,6/30/2022,,TATE.LSE
CH1175448666,STRAUMANN,CHF,6/30/2022,,STMN.SW
DK0010307958,JYSKE BANK,DKK,6/30/2022,,JYSK.CO
FR001400AJ45,MICHELIN,EUR,6/30/2022,,ML.PA
SE0018012635,WIHLBORGS FASTIGHETER,SEK,6/30/2022,,WIHL.ST
GB00BPQY8M80,AVIVA,GBP,6/30/2022,,AV.LSE
SE0017486889,ATLAS COPCO A,SEK,6/30/2022,,ATCO-A.ST
CH1176493729,BACHEM HOLDING,CHF,6/30/2022,,BANB.SW
FR0000044448,NEXANS,EUR,6/30/2022,,NEX.PA
SE0006993770,AXFOOD,SEK,6/30/2022,,AXFO.ST
SE0017161243,FORTNOX AB,SEK,6/30/2022,,FNOX.ST
CH0531751755,BANQUE CANTONALE VAUDOISE,CHF,9/30/2022,,BCVN.SW
GB00BM8PJY71,NATWEST GROUP,GBP,9/30/2022,,NWG.LSE
SE0000107203,INDUSTRIVARDEN C,SEK,9/30/2022,,INDU-C.ST
GB0007973794,SERCO GRP,GBP,9/30/2022,,SRP.LSE
GB00BV9FP302,COMPUTACENTER,GBP,9/30/2022,,CCC.LSE
GB00BMX86B70,HALEON,GBP,9/30/2022,,HLN.LSE
GB00BN7SWP63,GSK,GBP,9/30/2022,,GSK.LSE
GB00B0WMWD03,QINETIQ GRP,GBP,9/30/2022,,QQ.LSE
CH0130293662,BKW,CHF,9/30/2022,,BKW.SW
CH0010570767,LINDT & SPRUENGLI P,CHF,9/30/2022,,LISP.SW
GB00BP9LHF23,SCHRODERS,GBP,9/30/2022,,SDR.LSE
FI0009000277,TIETOEVRY,EUR,9/30/2022,,TIETO.HE
GB0000961622,BALFOUR BEATTY,GBP,9/30/2022,,BBY.LSE
BE0003604155,LOTUS BAKERIES,EUR,9/30/2022,,LOTB.BR
LU0075646355,SUBSEA7,NOK,12/30/2022,,SUBC.OL
DE000PAG9113,DR ING HC F PORSCHE PREF.,EUR,12/30/2022,,P911.XETRA
DE000TLX1005,TALANX,EUR,12/30/2022,,TLX.XETRA
FR0013447729,VERALLIA,EUR,12/30/2022,,VRLA.PA
IE00BF0L3536,AIB GROUP,EUR,12/30/2022,,AIBG.LSE
ES0184262212,VISCOFAN,EUR,12/30/2022,,VIS.MC
CH0225173167,CEMBRA MONEY BANK,CHF,12/30/2022,,CMBN.SW
IT0000066123,BPER Banca,EUR,3/31/2023,,0MU6.LSE
DE000TUAG505,TUI,GBP,3/31/2023,,TUI1.XETRA
CY0200352116,FRONTLINE,NOK,3/31/2023,,FRO.US
ES0183746314,VIDRALA,EUR,3/31/2023,,VID.MC
DK0010311471,SYDBANK,DKK,3/31/2023,,SYDB.CO
IT0003261697,AZIMUT HLDG,EUR,3/31/2023,,0MHJ.LSE
NL0014559478,Technip Energies,EUR,3/31/2023,,TE.PA
IT0004764699,BRUNELLO CUCINELLI,EUR,3/31/2023,,0Q7S.LSE
GB00BNGDN821,MELROSE INDUSTRIES,GBP,6/30/2023,,MRO.LSE
SE0014990966,LAGERCRANTZ GROUP 'B',SEK,6/30/2023,,LAGR-B.ST
CH1256740924,SGS,CHF,6/30/2023,,SGSN.SW
LU2290522684,INPOST,EUR,6/30/2023,,INPST.AS
DE000A0LD6E6,GERRESHEIMER,EUR,6/30/2023,,GXI.XETRA
SE0020050417,BOLIDEN,SEK,6/30/2023,,BOL.ST
BE0974400328,AZELIS GROUP,EUR,6/30/2023,,AZE.BR
CH1216478797,DSM FIRMENICH AG,EUR,6/30/2023,,DSFIR.AS
CH0239229302,SFS GROUP,CHF,6/30/2023,,SFSN.SW
DK0010287663,NKT,DKK,6/30/2023,,NKT.CO
PLBZ00000044,SANTANDER BANK POLSKA,PLN,6/30/2023,,SPL.WAR
NL0015001FS8,FERROVIAL,EUR,6/30/2023,,FER.AS
CH1169360919,ACCELLERON INDUSTRIES,CHF,9/29/2023,,ACLN.SW
IT0001347308,BUZZI,EUR,9/29/2023,,0NVQ.LSE
FI0009005870,KONECRANES,EUR,9/29/2023,,KCR.HE
PLOPTTC00011,CD PROJECT SA,PLN,9/29/2023,,CDR.WAR
DK0062498333,NOVO NORDISK B,DKK,9/29/2023,,NOVO-B.CO
DE0006070006,HOCHTIEF,EUR,9/29/2023,,HOT.XETRA
FI4000552500,SAMPO,EUR,12/29/2023,,SAMPO.HE
PTBCP0AM0015,BCO COMERCIAL PORTUGUES,EUR,12/29/2023,,BCP.LS
LU2598331598,TENARIS,EUR,12/29/2023,,TW10.F
DK0060257814,ZEALAND PHARMA,DKK,12/29/2023,,ZEAL.CO
BMG0112X1056,AEGON,EUR,12/29/2023,,AGN.AS
GB0002318888,CRANSWICK,GBP,12/29/2023,,CWK.LSE
FR0013506730,VALLOUREC,EUR,12/29/2023,,VK.PA
DE0008303504,TAG IMMOBILIEN AG,EUR,12/29/2023,,TEG.XETRA
BE0974464977,SYENSQO,EUR,12/29/2023,,SYENS.BR
CH1243598427,SANDOZ GROUP,CHF,12/29/2023,,SDZ.SW
CH0010675863,SWISSQUOTE 'R',CHF,12/29/2023,,SQN.SW
IT0005508921,BANCA MONTE DEI PASCHI,EUR,12/29/2023,,MPI0.F
AT0000606306,RAIFFEISEN BANK INTERNATIONAL,EUR,3/28/2024,,RBI.VI
IT0000784196,BCA POPOLARE DI SONDRIO,EUR,3/28/2024,,0NWJ.LSE
GB00B7KR2P84,EASYJET,GBP,3/28/2024,,EZJ.LSE
CH0360826991,COMET HOLDINGS 'R',CHF,3/28/2024,,COTN.SW
SE0015671995,HEMNET,SEK,3/28/2024,,HEM.ST
GB00BMWC6P49,MONDI,GBP,3/28/2024,,MNDI.LSE
IT0004810054,UNIPOL ASSICURAZIONI,EUR,3/28/2024,,0Q6M.LSE
SE0017780133,WALLENSTAM B,SEK,3/28/2024,,WALL-B.ST
CH0011029946,INFICON,CHF,3/28/2024,,IFCN.SW
SE0022060521,KINNEVIK B,SEK,6/28/2024,,KINV-B.ST
NL00150003E1,FUGRO,EUR,6/28/2024,,FUR.AS
DK0061802139,ALK-ABELLO B,DKK,6/28/2024,,ALK-B.CO
CH1335392721,GALDERMA GROUP N,CHF,6/28/2024,,GALD.SW
NL0015000LU4,IVECO GROUP,EUR,6/28/2024,,R3D.F
SE0000375115,MYCRONIC,SEK,6/28/2024,,MYCR.ST
NO0011202772,VAR ENERGI,NOK,6/28/2024,,VAR.OL
FI0009004824,KEMIRA,EUR,6/28/2024,,KEMIRA.HE
SE0021921269,SAAB B,SEK,6/28/2024,,SAAB-B.ST
DK0010234467,FLSMIDTH & COMPANY,DKK,6/28/2024,,FLS.CO
GB00B62G9D36,SHAFTESBURY CAPITAL,GBP,9/30/2024,,SHC.LSE
ES0105777017,PUIG BRANDS B,EUR,9/30/2024,,PUIG.MC
FI4000571013,CARGOTEC CORPORATION,EUR,9/30/2024,,CGCBV.HE
DK0015998017,BAVARIAN NORDIC,DKK,9/30/2024,,BAVA.CO
BE0003823409,FINANCIERE DE TUBIZE,EUR,9/30/2024,,TUB.BR
IT0004776628,BANCA MEDIOLANUM,EUR,9/30/2024,,0RDO.LSE
IT0005495657,SAIPEM,EUR,9/30/2024,,SPEA.F
GB00BP0RGD03,BERKELEY GRP HLDG,GBP,9/30/2024,,BKG.LSE
JE00BRX98089,CVC CAPITAL PARTNERS,EUR,9/30/2024,,CVC.AS
SE0022419784,SECTRA 'B',SEK,12/30/2024,,SECT-B.ST
GB0031215220,CARNIVAL,GBP,12/30/2024,,POH1.F
IT0001031084,BCA GENERALI,EUR,12/30/2024,,B7A.F
NO0010631567,SPAREBANK 1 SOR-NORGE ASA,NOK,12/30/2024,,SRBNK.OL
NL0009432491,VOPAK,EUR,12/30/2024,,VPK.AS
GB00BND88V85,BRIDGEPOINT GROUP,GBP,12/30/2024,,BPT.LSE
CH0528751586,VZ HOLDING 'N',CHF,12/30/2024,,VZN.SW
CH0038388911,SULZER,CHF,12/30/2024,,SUN.SW
JE00BMDZN391,TP ICAP,GBP,12/30/2024,,TCAP.LSE
NL0012044747,REDCARE PHARMACY,EUR,12/30/2024,,RDC.XETRA
IM00B7S9G985,PLAYTECH,GBP,12/30/2024,,PTEC.LSE
FI4000552526,Mandatum,EUR,3/28/2025,,MANTA.HE
DE000A2LQ884,AUTO1 GROUP,EUR,3/28/2025,,AG1.XETRA
NL0000360618,SBM OFFSHORE,EUR,3/28/2025,,SBMO.AS
GB00BYT18307,TBC BANK GROUP,GBP,3/28/2025,,TBCG.LSE
SE0023615885,EMBRACER GROUP,SEK,3/28/2025,,EMBRAC-B.ST
SE0014504817,LOOMIS,SEK,3/28/2025,,LOOMIS.ST
ES0124244E34,MAPFRE,EUR,3/28/2025,,MAP.MC
DE0007500001,THYSSENKRUPP,EUR,3/28/2025,,TKA.XETRA
CH1386220409,SUNRISE N A,CHF,3/28/2025,,SUNN.SW
DE000HAG0005,HENSOLDT,EUR,3/28/2025,,HAG.XETRA
NL0015002CX3,QIAGEN,EUR,3/28/2025,,QGEN.US
IL0011284465,PLUS500,GBP,3/28/2025,,PLUS.LSE
